sesion,num_votacion,fecha,legislatura,num_expediente,presentes,si,no,abs,titulo,texto_expediente,titulo_subgrupo,texto_subgrupo
"36","14","31/5/2012","10","110/000025","327","325","0","2","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Acuerdo entre el Reino de España y la República de Azerbaiyán sobre supresión recíproca del régimen de visados de corta duración para sus nacionales titulares de pasaportes diplomáticos, hecho en Madrid el 16 de junio de 2011.","",""
"36","15","31/5/2012","10","110/000027","327","325","0","2","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Canje de Cartas constitutivo de Acuerdo entre el Reino de España y las Naciones Unidas para acoger un curso de personal directivo de misiones de paz, que se celebrará en Madrid entre los días 31 de octubre y 11 de noviembre de 2011, hecho en Nueva York el 17 y 18 de octubre de 2011.","",""
"36","16","31/5/2012","10","110/000028","327","325","0","2","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Acuerdo entre el Reino de España y el Estado de Kuwait sobre supresión recíproca de visados en pasaportes diplomáticos, hecho en Sevilla el 3 de octubre de 2011.","",""
"36","17","31/5/2012","10","110/000029","327","325","0","2","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Acuerdo entre el Reino de España y el Programa de las Naciones Unidas para los asentamientos humanos para su establecimiento en España, hecho en Madrid el 30 de noviembre de 2011.","",""
"36","18","31/5/2012","10","110/000030","327","325","0","2","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Denuncia del Tratado sobre el Estatuto de EUROFOR, hecho en Roma el 5 de julio de 2000.","",""
"36","19","31/5/2012","10","250/000001","327","313","0","14","Declaración sobre la Cuenta General del Estado.","Dictamen de la Comisión Mixta para las Relaciones con el Tribunal de Cuentas en relación con la Declaración sobre la Cuenta General del Estado correspondiente al ejercicio 2009, así como la Resolución adoptada por dicha Comisión. ","",""
"37","1","12/6/2012","10","125/000001","323","0","322","1","Toma en consideración de Proposiciones de Ley de Comunidades y Ciudades Autónomas.","Proposición de Ley de modificación de la Ley 10/1990, de 15 de octubre, del Deporte (corresponde al número de expediente 125/000007/0000 de la IX Legislatura).","",""
"37","2","12/6/2012","10","410/000003","326","146","178","2","Toma en consideración de Proposición de reforma del Reglamento del Congreso de los Diputados.","Proposición de reforma del Reglamento del Congreso de los Diputados para la creación de la Comisión de Peticiones y Participación Ciudadana.","",""
"37","3","12/6/2012","10","162/000272","323","201","10","112","Proposiciones no de Ley.","Proposición no de Ley relativa a las penas por delitos de incendios forestales.","",""
"37","4","12/6/2012","10","162/000323","329","319","0","10","Proposiciones no de Ley.","Proposición no de Ley sobre la denegación de indemnizaciones a altos cargos de entidades financieras que han requerido de ayudas del Estado a través del FROB.  Se vota en los términos de la enmienda transaccional presentada por los Grupos Parlamentarios Popular, Socialista, GC-CiU, GV-EAJ-PNV, GMx.","",""
"37","5","12/6/2012","10","173/000023","329","139","175","15","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre las medidas que piensa tomar el Gobierno para examinar las causas de la crisis financiera en España.  Se vota en los términos de la enmienda transaccional presentada por  los Grupo Parlamentarios de IU, ICV-EUiA, CHA: La Izquierda Plural y UPyD.","",""
"37","6","12/6/2012","10","173/000024","326","136","174","16","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre los cambios en nuestro modelo social que amenazan el futuro de las mujeres españolas.  Se vota en los términos de la enmienda transaccional presentada por  los Grupo Parlamentarios: Socialista, GC-CiU y de IU, ICV-EUiA, CHA: La Izquierda Plural ","",""
"39","1","14/6/2012","10","130/000020","320","206","111","3","Convalidación o derogación de Reales Decretos-Leyes.","Real Decreto-Ley 19/2012, de 25 de mayo, de medidas urgentes de liberalización del comercio y de determinados servicios.","",""
"39","2","14/6/2012","10","130/000020","323","323","0","0","Convalidación o derogación de Reales Decretos-Leyes.","Tramitación como Proyecto de Ley por el procedimiento de urgencia del Real Decreto-Ley 19/2012, de 25 de mayo, de medidas urgentes de liberalización del comercio y de determinados servicios.","",""
"39","3","14/6/2012","10","121/000007","318","302","10","6","Enmiendas del Senado.","Proyecto de Ley de simplificación de las obligaciones de información y documentación de fusiones y escisiones de sociedades de capital (procedente del Real Decreto-Ley 9/2012, de 16 de marzo).","Enmiendas del Senado","Enmienda al artículo Primero.Tres"
"39","4","14/6/2012","10","121/000007","319","202","110","7","Enmiendas del Senado.","Proyecto de Ley de simplificación de las obligaciones de información y documentación de fusiones y escisiones de sociedades de capital (procedente del Real Decreto-Ley 9/2012, de 16 de marzo).","Enmiendas del Senado"," Resto de las enmiendas"
"39","5","14/6/2012","10","110/000031","319","303","12","4","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Resoluciones  137 y 138  de la  Junta de  Gobernadores del  Banco  Europeo de  Reconstrucción y Desarrollo, por las que se enmiendan los artículos 1 y 18 del Banco Europeo de Reconstrucción y Desarrollo, adoptadas en Londres el 30 de septiembre de 2011.","",""
"39","6","14/6/2012","10","110/000032","319","316","0","3","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Acuerdo de contratación pública común para la contratación de una entidad única supervisora de las subastas, hecho en Madrid el 3 de noviembre de 2011.","",""
"39","7","14/6/2012","10","110/000033","319","316","0","3","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Acuerdo de contratación pública común para la contratación de plataformas comunes de subastas, hecho en Madrid el 3 de noviembre de 2011.","",""
"39","8","14/6/2012","10","158/000007","319","208","9","102","Propuestas de creación de Subcomisiones.","Solicitud de creación de una Subcomisión, en el seno de la Comisión de Sanidad y Servicios Sociales, para el análisis de los problemas estructurales del sistema sanitario y de las principales reformas que deberán acometerse para garantizar su sostenibilidad.","",""
"40","1","19/6/2012","10","122/000009","327","120","203","4","Toma en consideración de Proposiciones de Ley.","Proposición de Ley por la que se regulan los servicios de atención al cliente destinados a los consumidores y usuarios.","",""
"40","2","19/6/2012","10","122/000021","328","48","277","3","Toma en consideración de Proposiciones de Ley.","Proposición de Ley de modificación de la Ley 37/1992, de 28 de diciembre, del Impuesto sobre el Valor Añadido.","",""
"40","3","19/6/2012","10","162/000336","327","327","0","0","Proposiciones no de Ley.","Proposición no de Ley sobre reducción de la pobreza infantil.","",""
"40","4","19/6/2012","10","162/000133","324","194","122","8","Proposiciones no de Ley.","Proposición no de Ley relativa al apoyo público a la actividad innovadora.  Se vota en los términos de la enmienda transaccional presentada por los Grupos Parlamentarios Popular y Catalán (CIU).","",""
"40","5","19/6/2012","10","162/000115","328","133","178","17","Proposiciones no de Ley.","Proposición no de Ley contra la pobreza y la exclusión social.  Se vota en los términos resultantes de la incorporación de la enmienda del Grupo Socialista.","",""
"40","6","19/6/2012","10","173/000025","326","207","111","8","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre propósitos del Gobierno en relación al establecimiento a nivel nacional de la custodia compartida como modelo preferente en los procedimientos de separación o divorcio.  Se vota en los términos de la enmienda transaccional presentada por  los Grupos Parlamentarios Popular, Catalán (CiU), de Unión Progreso y Democracia , Vasco (EAJ-PNV) y Mixto.","",""
"40","7","19/6/2012","10","173/000026","324","311","11","2","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre los planes del Gobierno acerca de la posible implantación de la formación en alternancia también en centros universitarios.  Se vota en los términos de la enmienda transaccional presentada por  los Grupos Parlamentarios Popular, Socialista, de Unión Progreso y Democracia, Vasco (EAJ-PNV) y Mixto. ","",""
"40","8","19/6/2012","10","173/000027","328","130","194","4","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre la política de inserción laboral del Gobierno y la extensión de la cobertura a los desempleados que hayan agotado todas sus prestaciones.","Votación separada por puntos","Punto 4"
"40","9","19/6/2012","10","173/000027","327","146","177","4","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre la política de inserción laboral del Gobierno y la extensión de la cobertura a los desempleados que hayan agotado todas sus prestaciones.","Votación separada por puntos"," Resto de la Moción"
"42","1","21/6/2012","10","121/000010","329","19","310","0","Tramitación directa y en lectura única de iniciativas legislativas.","Tramitación directa y en lectura única del Proyecto de Ley Orgánica por la que se autoriza la ratificación por España del Tratado de Estabilidad, Coordinación y Gobernanza en la Unión Económica y Monetaria entre el Reino de Bélgica, la República de Bulgaria, el Reino de Dinamarca, la República Federal de Alemania, la República de Estonia, Irlanda, la República Helénica, el Reino de España, la República Francesa, la República Italiana, la República de Chipre, la República de Letonia, la República de Lituania, el Gran Ducado de Luxemburgo, Hungría, Malta, el Reino de los Países Bajos, la República de Austria, la República de Polonia, la República Portuguesa, Rumanía, la República de Eslovenia, la República Eslovaca, la República de Finlandia y el Reino de Suecia, firmado en Bruselas el 2 de marzo de 2012.","Enmiendas a la totalidad","Votación conjunta de las enmiendas de devolución presentadas por el Grupo Parlamentario Mixto y por el Grupo Parlamentario de IU, ICV, EUiA, CHA: La Izquierda Plural"
"42","2","21/6/2012","10","121/000010","328","19","309","0","Tramitación directa y en lectura única de iniciativas legislativas.","Tramitación directa y en lectura única del Proyecto de Ley Orgánica por la que se autoriza la ratificación por España del Tratado de Estabilidad, Coordinación y Gobernanza en la Unión Económica y Monetaria entre el Reino de Bélgica, la República de Bulgaria, el Reino de Dinamarca, la República Federal de Alemania, la República de Estonia, Irlanda, la República Helénica, el Reino de España, la República Francesa, la República Italiana, la República de Chipre, la República de Letonia, la República de Lituania, el Gran Ducado de Luxemburgo, Hungría, Malta, el Reino de los Países Bajos, la República de Austria, la República de Polonia, la República Portuguesa, Rumanía, la República de Eslovenia, la República Eslovaca, la República de Finlandia y el Reino de Suecia, firmado en Bruselas el 2 de marzo de 2012.","Enmiendas al articulado","Enmienda 3 del Grupo Parlamentario de IU, ICV, EUiA, Cha: La Izquierda Plural"
"42","3","21/6/2012","10","121/000010","330","311","19","0","Tramitación directa y en lectura única de iniciativas legislativas.","Tramitación directa y en lectura única del Proyecto de Ley Orgánica por la que se autoriza la ratificación por España del Tratado de Estabilidad, Coordinación y Gobernanza en la Unión Económica y Monetaria entre el Reino de Bélgica, la República de Bulgaria, el Reino de Dinamarca, la República Federal de Alemania, la República de Estonia, Irlanda, la República Helénica, el Reino de España, la República Francesa, la República Italiana, la República de Chipre, la República de Letonia, la República de Lituania, el Gran Ducado de Luxemburgo, Hungría, Malta, el Reino de los Países Bajos, la República de Austria, la República de Polonia, la República Portuguesa, Rumanía, la República de Eslovenia, la República Eslovaca, la República de Finlandia y el Reino de Suecia, firmado en Bruselas el 2 de marzo de 2012.","Texto del Proyecto","Votación de conjunto"
"42","4","21/6/2012","10","121/000011","329","122","206","1","Debates de totalidad de iniciativas legislativas.","Proyecto de Ley de medidas urgentes en materia de medio ambiente (procedente del Real Decreto-Ley 17/2012, de 4 de mayo).","Enmiendas a la totalidad","Enmienda de texto alternativo presentada por el Grupo Parlamentario de IU, ICV, EUiA, CHA: La Izquierda Plural"
"42","5","21/6/2012","10","121/000011","328","118","183","27","Debates de totalidad de iniciativas legislativas.","Proyecto de Ley de medidas urgentes en materia de medio ambiente (procedente del Real Decreto-Ley 17/2012, de 4 de mayo).","Enmiendas a la totalidad"," Enmienda de texto alternativo presentada por el Grupo Parlamentario Socialista"
"42","6","21/6/2012","10","121/000011","329","149","180","0","Debates de totalidad de iniciativas legislativas.","Proyecto de Ley de medidas urgentes en materia de medio ambiente (procedente del Real Decreto-Ley 17/2012, de 4 de mayo).","Avocación por el Pleno","Avocación por el Pleno "
